Year,Canton,Citizenship,Sex,Age,Count,Naissance vivante,Death,Immigration,Intercantonal arrival,Emmigration,Intercantonal departure,Swiss citizenship acquisition,Sex change,Sex change (removal),Divergence statistique,Starting the 31st of December,Variation
2025,Uri,Suisse,Sexe - total,93 ans,64,0,8,0,0,0,1,0,0,0,0,55,-9
2025,Uri,Suisse,Sexe - total,94 ans,44,0,6,0,0,0,0,0,0,0,0,38,-6
2025,Uri,Suisse,Sexe - total,95 ans,42,0,10,0,0,0,0,0,0,0,0,32,-10
2025,Uri,Suisse,Sexe - total,96 ans,24,0,9,0,0,0,0,0,0,0,0,15,-9
2025,Uri,Suisse,Sexe - total,97 ans,14,0,5,0,0,0,0,0,0,0,0,9,-5
2025,Uri,Suisse,Sexe - total,98 ans,12,0,5,0,0,0,0,0,0,0,0,7,-5
2025,Uri,Suisse,Sexe - total,99 ans,13,0,3,0,0,0,0,0,0,0,0,10,-3
2025,Uri,Suisse,Sexe - total,100 ans ou plus,10,0,2,0,0,0,0,0,0,0,0,8,-2
2025,Uri,Suisse,Homme,18 ans,165,0,0,0,3,1,1,0,0,0,0,166,1
2025,Uri,Suisse,Homme,19 ans,180,0,0,2,2,1,0,0,0,0,0,183,3
2025,Uri,Suisse,Homme,20 ans,169,0,0,2,3,1,3,0,0,0,0,170,1
2025,Uri,Suisse,Homme,21 ans,172,0,0,0,4,0,0,0,0,0,0,176,4
2025,Uri,Suisse,Homme,22 ans,169,0,0,0,3,1,0,0,0,0,0,171,2
2025,Uri,Suisse,Homme,23 ans,177,0,0,0,4,0,2,0,0,0,0,179,2
2025,Uri,Suisse,Homme,24 ans,195,0,0,0,2,0,3,0,0,0,0,194,-1
2025,Uri,Suisse,Homme,25 ans,206,0,0,0,4,0,7,0,0,0,1,204,-2
2025,Uri,Suisse,Homme,26 ans,185,0,1,1,7,2,5,0,0,0,1,186,1
2025,Uri,Suisse,Homme,27 ans,197,0,0,0,9,0,10,0,0,0,0,196,-1
2025,Uri,Suisse,Homme,28 ans,186,0,0,1,7,1,7,0,0,1,0,185,-1
2025,Uri,Suisse,Homme,29 ans,165,0,0,1,4,1,5,0,0,0,0,164,-1
2025,Uri,Suisse,Homme,30 ans,198,0,0,1,6,2,4,0,0,0,-1,198,0
2025,Uri,Suisse,Homme,31 ans,181,0,0,0,7,0,4,0,0,0,-1,183,2
2025,Uri,Suisse,Homme,32 ans,175,0,0,1,8,2,9,1,0,0,-1,173,-2
2025,Uri,Suisse,Homme,33 ans,200,0,0,2,10,2,5,0,0,0,-2,203,3
2025,Uri,Suisse,Homme,34 ans,173,0,1,0,5,0,3,0,0,0,0,174,1
2025,Uri,Suisse,Homme,35 ans,204,0,0,0,4,0,3,2,0,0,0,207,3
2025,Uri,Suisse,Homme,36 ans,205,0,0,0,4,1,4,0,0,0,0,204,-1
2025,Uri,Suisse,Homme,37 ans,160,0,1,1,5,1,3,4,0,0,-1,164,4
2025,Uri,Suisse,Homme,38 ans,189,0,0,1,3,3,2,0,0,0,1,189,0
2025,Uri,Suisse,Homme,39 ans,223,0,0,1,4,1,0,3,0,0,0,230,7
2025,Uri,Suisse,Homme,40 ans,163,0,0,0,5,0,0,0,0,0,0,168,5
2025,Uri,Suisse,Homme,41 ans,192,0,0,0,4,0,4,1,0,0,0,193,1
2025,Uri,Suisse,Homme,42 ans,168,0,0,1,2,2,0,1,0,0,0,170,2
2025,Uri,Suisse,Homme,43 ans,179,0,0,0,2,0,4,2,0,0,0,179,0
2025,Uri,Suisse,Homme,44 ans,187,0,0,0,2,0,4,0,0,0,0,185,-2
2025,Uri,Suisse,Homme,45 ans,173,0,0,2,1,0,1,0,0,0,0,175,2
2025,Uri,Suisse,Homme,46 ans,185,0,0,0,2,0,3,0,0,0,0,184,-1
2025,Uri,Suisse,Homme,47 ans,163,0,0,1,1,1,0,1,0,0,0,165,2
2025,Uri,Suisse,Homme,48 ans,196,0,1,0,3,0,0,0,0,0,0,198,2
2025,Uri,Suisse,Homme,49 ans,186,0,1,0,2,0,2,3,0,0,-1,187,1
2025,Uri,Suisse,Homme,50 ans,183,0,1,0,0,0,0,0,0,0,0,182,-1
2025,Uri,Suisse,Homme,51 ans,223,0,1,0,3,0,0,0,0,0,0,225,2
2025,Uri,Suisse,Homme,52 ans,223,0,0,0,1,0,1,0,0,0,0,223,0
2025,Uri,Suisse,Homme,53 ans,210,0,2,1,2,0,2,1,0,0,0,210,0
2025,Uri,Suisse,Homme,54 ans,200,0,0,0,3,0,2,1,0,0,0,202,2
2025,Uri,Suisse,Homme,55 ans,217,0,0,1,3,1,0,0,0,0,0,220,3
2025,Uri,Suisse,Homme,56 ans,237,0,0,2,3,0,4,1,0,0,0,239,2
2025,Uri,Suisse,Homme,57 ans,233,0,0,0,2,3,2,0,0,0,0,230,-3
2025,Uri,Suisse,Homme,58 ans,244,0,0,0,3,1,3,0,0,0,0,243,-1
2025,Uri,Suisse,Homme,59 ans,253,0,0,0,3,2,2,1,0,0,0,253,0
2025,Uri,Suisse,Homme,60 ans,254,0,0,1,1,1,0,0,0,0,-1,254,0
2025,Uri,Suisse,Homme,61 ans,280,0,5,0,1,2,2,0,0,0,0,272,-8
2025,Uri,Suisse,Homme,62 ans,263,0,0,0,4,1,2,0,0,0,0,264,1
2025,Uri,Suisse,Homme,63 ans,237,0,2,0,4,0,3,0,0,0,0,236,-1
2025,Uri,Suisse,Homme,64 ans,236,0,2,0,5,1,1,0,0,0,0,237,1
2025,Uri,Suisse,Homme,65 ans,241,0,2,1,2,0,1,0,0,0,-1,240,-1
2025,Uri,Suisse,Homme,66 ans,248,0,4,0,3,1,0,0,0,0,0,246,-2
2025,Uri,Suisse,Homme,67 ans,248,0,2,2,2,0,1,0,0,0,0,249,1
2025,Uri,Suisse,Homme,68 ans,220,0,2,0,0,0,4,0,0,0,0,214,-6
2025,Uri,Suisse,Homme,69 ans,234,0,1,0,2,1,0,0,0,0,0,234,0
2025,Uri,Suisse,Homme,70 ans,201,0,2,0,0,0,0,0,0,0,0,199,-2
2025,Uri,Suisse,Homme,71 ans,218,0,4,0,2,0,1,0,0,0,0,215,-3
2025,Uri,Suisse,Homme,72 ans,207,0,2,0,2,2,2,1,0,0,0,204,-3
2025,Uri,Suisse,Homme,73 ans,203,0,3,0,1,0,2,0,0,0,0,199,-4
2025,Uri,Suisse,Homme,74 ans,178,0,2,0,2,0,1,0,0,0,0,177,-1
2025,Uri,Suisse,Homme,75 ans,192,0,5,0,1,0,3,0,0,0,0,185,-7
2025,Uri,Suisse,Homme,76 ans,184,0,4,0,1,0,0,0,0,0,0,181,-3
2025,Uri,Suisse,Homme,77 ans,186,0,7,0,1,0,0,0,0,0,0,180,-6
2025,Uri,Suisse,Homme,78 ans,146,0,5,0,0,0,1,0,0,0,0,140,-6
2025,Uri,Suisse,Homme,79 ans,151,0,6,0,1,0,0,0,0,0,0,146,-5
2025,Uri,Suisse,Homme,80 ans,147,0,7,0,0,0,1,0,0,0,1,140,-7
2025,Uri,Suisse,Homme,81 ans,156,0,4,0,0,0,0,0,0,0,0,152,-4
2025,Uri,Suisse,Homme,82 ans,115,0,6,0,0,0,0,0,0,0,0,109,-6
2025,Uri,Suisse,Homme,83 ans,126,0,12,0,2,0,0,0,0,0,0,116,-10
2025,Uri,Suisse,Homme,84 ans,94,0,1,0,0,0,0,0,0,0,0,93,-1
2025,Uri,Suisse,Homme,85 ans,88,0,4,0,0,0,0,0,0,0,0,84,-4
2025,Uri,Suisse,Homme,86 ans,68,0,9,0,0,0,1,0,0,0,0,58,-10
2025,Uri,Suisse,Homme,87 ans,73,0,5,0,1,0,1,0,0,0,0,68,-5
2025,Uri,Suisse,Homme,88 ans,55,0,6,0,0,0,0,0,0,0,0,49,-6
2025,Uri,Suisse,Homme,89 ans,39,0,4,0,0,0,0,0,0,0,0,35,-4
2025,Uri,Suisse,Homme,90 ans,42,0,6,0,0,0,0,0,0,0,0,36,-6
2025,Uri,Suisse,Homme,91 ans,32,0,7,0,0,0,0,0,0,0,0,25,-7
2025,Uri,Suisse,Homme,92 ans,26,0,9,0,0,0,0,0,0,0,0,17,-9
2025,Uri,Suisse,Homme,93 ans,15,0,2,0,0,0,0,0,0,0,0,13,-2
2025,Uri,Suisse,Homme,94 ans,20,0,4,0,0,0,0,0,0,0,0,16,-4
2025,Uri,Suisse,Homme,95 ans,14,0,3,0,0,0,0,0,0,0,0,11,-3
2025,Uri,Suisse,Homme,96 ans,9,0,3,0,0,0,0,0,0,0,0,6,-3
2025,Uri,Suisse,Homme,97 ans,4,0,2,0,0,0,0,0,0,0,0,2,-2
2025,Uri,Suisse,Homme,98 ans,3,0,1,0,0,0,0,0,0,0,0,2,-1
2025,Uri,Suisse,Homme,99 ans,4,0,2,0,0,0,0,0,0,0,0,2,-2
2025,Uri,Suisse,Homme,100 ans ou plus,1,0,0,0,0,0,0,0,0,0,0,1,0
2025,Uri,Suisse,Femme,18 ans,158,0,0,0,1,0,2,0,0,0,0,157,-1
2025,Uri,Suisse,Femme,19 ans,157,0,0,1,1,0,1,1,0,0,0,159,2
2025,Uri,Suisse,Femme,20 ans,147,0,0,0,6,0,3,0,0,0,0,150,3
2025,Uri,Suisse,Femme,21 ans,180,0,0,0,3,0,4,1,0,0,0,180,0
2025,Uri,Suisse,Femme,22 ans,152,0,0,0,3,0,5,0,0,0,0,150,-2
2025,Uri,Suisse,Femme,23 ans,177,0,0,0,8,0,5,0,0,0,0,180,3
2025,Uri,Suisse,Femme,24 ans,134,0,0,0,5,1,10,0,0,0,0,128,-6
2025,Uri,Suisse,Femme,25 ans,163,0,0,1,6,0,7,0,0,0,0,163,0
2025,Uri,Suisse,Femme,26 ans,169,0,0,0,9,0,21,0,0,0,1,158,-11
2025,Uri,Suisse,Femme,27 ans,168,0,0,1,11,0,13,1,0,0,0,168,0
2025,Uri,Suisse,Femme,28 ans,161,0,0,2,8,0,8,0,1,0,0,164,3
2025,Uri,Suisse,Femme,29 ans,183,0,0,0,9,2,11,1,0,0,-1,179,-4
2025,Uri,Suisse,Femme,30 ans,147,0,0,0,8,1,3,1,0,0,-1,151,4
2025,Uri,Suisse,Femme,31 ans,170,0,0,0,8,2,3,0,0,0,-1,172,2
2025,Uri,Suisse,Femme,32 ans,179,0,0,0,9,1,8,2,0,0,1,182,3
2025,Uri,Suisse,Femme,33 ans,181,0,0,1,4,0,8,0,0,0,0,178,-3
2025,Uri,Suisse,Femme,34 ans,204,0,0,0,4,0,5,0,0,0,0,203,-1
2025,Uri,Suisse,Femme,35 ans,181,0,1,1,7,0,4,0,0,0,0,184,3
2025,Uri,Suisse,Femme,36 ans,179,0,0,2,3,0,1,1,0,0,0,184,5
2025,Uri,Suisse,Femme,37 ans,194,0,0,0,5,0,2,0,0,0,0,197,3
2025,Uri,Suisse,Femme,38 ans,187,0,0,1,6,0,3,2,0,0,0,193,6
2025,Uri,Suisse,Femme,39 ans,186,0,0,1,3,0,2,0,0,0,0,188,2
2025,Uri,Suisse,Femme,40 ans,183,0,0,0,3,1,3,0,0,0,0,182,-1
2025,Uri,Suisse,Femme,41 ans,178,0,0,1,0,0,1,0,0,0,0,178,0
2025,Uri,Suisse,Femme,42 ans,157,0,0,0,3,0,1,0,0,0,0,159,2
2025,Uri,Suisse,Femme,43 ans,167,0,0,0,2,1,1,1,0,0,0,168,1
2025,Uri,Suisse,Femme,44 ans,154,0,0,0,1,1,0,0,0,0,0,154,0
2025,Uri,Suisse,Femme,45 ans,188,0,0,0,2,1,1,0,0,0,0,188,0
2025,Uri,Suisse,Femme,46 ans,181,0,0,0,3,0,2,1,0,0,0,183,2
2025,Uri,Suisse,Femme,47 ans,182,0,0,0,2,0,1,1,0,0,0,184,2
2025,Uri,Suisse,Femme,48 ans,186,0,1,1,1,0,0,0,0,0,0,187,1
2025,Uri,Suisse,Femme,49 ans,187,0,0,0,0,1,1,1,0,0,0,186,-1
2025,Uri,Suisse,Femme,50 ans,184,0,0,0,3,1,1,0,0,0,0,185,1
2025,Uri,Suisse,Femme,51 ans,227,0,0,0,1,1,2,1,0,0,0,226,-1
2025,Uri,Suisse,Femme,52 ans,192,0,0,1,0,0,1,0,0,0,0,192,0
2025,Uri,Suisse,Femme,53 ans,217,0,0,0,1,0,2,1,0,0,0,217,0
2025,Uri,Suisse,Femme,54 ans,211,0,0,0,5,0,4,0,0,0,0,212,1
2025,Uri,Suisse,Femme,55 ans,230,0,1,0,0,1,0,0,0,0,0,228,-2
2025,Uri,Suisse,Femme,56 ans,248,0,0,1,6,1,2,0,0,0,0,252,4
2025,Uri,Suisse,Femme,57 ans,252,0,1,0,2,1,4,1,0,0,0,249,-3
2025,Uri,Suisse,Femme,58 ans,228,0,0,0,2,0,1,1,0,0,0,230,2
2025,Uri,Suisse,Femme,59 ans,265,0,1,1,2,1,0,0,0,0,-1,265,0
2025,Uri,Suisse,Femme,60 ans,250,0,1,0,5,1,2,0,0,0,0,251,1
2025,Uri,Suisse,Femme,61 ans,254,0,1,1,2,1,3,0,0,0,0,252,-2
2025,Uri,Suisse,Femme,62 ans,226,0,0,0,1,0,2,1,0,0,0,226,0
2025,Uri,Suisse,Femme,63 ans,267,0,2,0,2,1,1,1,0,0,0,266,-1
2025,Uri,Suisse,Femme,64 ans,208,0,0,0,4,0,0,0,0,0,0,212,4
2025,Uri,Suisse,Femme,65 ans,239,0,2,0,0,0,1,0,0,0,0,236,-3
2025,Uri,Suisse,Femme,66 ans,241,0,0,0,1,0,1,0,0,0,0,241,0
2025,Uri,Suisse,Femme,67 ans,242,0,1,0,0,0,1,0,0,0,0,240,-2
2025,Uri,Suisse,Femme,68 ans,227,0,2,0,0,0,2,0,0,0,0,223,-4
2025,Uri,Suisse,Femme,69 ans,226,0,0,0,2,0,0,0,0,0,0,228,2
2025,Uri,Suisse,Femme,70 ans,205,0,1,0,1,0,2,0,0,0,0,203,-2
2025,Uri,Suisse,Femme,71 ans,179,0,0,0,0,0,3,0,0,0,0,176,-3
2025,Uri,Suisse,Femme,72 ans,195,0,2,0,1,0,2,0,0,0,0,192,-3
2025,Uri,Suisse,Femme,73 ans,201,0,2,0,2,0,2,0,0,0,0,199,-2
2025,Uri,Suisse,Femme,74 ans,196,0,3,0,0,0,1,0,0,0,0,192,-4
2025,Uri,Suisse,Femme,75 ans,188,0,4,0,1,0,0,0,0,0,0,185,-3
2025,Uri,Suisse,Femme,76 ans,165,0,5,0,0,0,0,0,0,0,0,160,-5
2025,Uri,Suisse,Femme,77 ans,161,0,2,0,1,0,1,0,0,0,0,159,-2
2025,Uri,Suisse,Femme,78 ans,172,0,3,0,0,0,0,0,0,0,0,169,-3
2025,Uri,Suisse,Femme,79 ans,149,0,2,0,0,0,0,0,0,0,0,147,-2
2025,Uri,Suisse,Femme,80 ans,182,0,5,0,0,1,3,0,0,0,1,174,-8
2025,Uri,Suisse,Femme,81 ans,145,0,5,0,0,0,0,0,0,0,0,140,-5
2025,Uri,Suisse,Femme,82 ans,165,0,11,0,2,1,2,0,0,0,1,154,-11
2025,Uri,Suisse,Femme,83 ans,133,0,6,0,2,0,0,0,0,0,0,129,-4
2025,Uri,Suisse,Femme,84 ans,119,0,5,0,0,0,1,0,0,0,0,113,-6
2025,Uri,Suisse,Femme,85 ans,110,0,6,0,0,0,1,0,0,0,0,103,-7
2025,Uri,Suisse,Femme,86 ans,91,0,5,0,0,0,0,0,0,0,0,86,-5
2025,Uri,Suisse,Femme,87 ans,98,0,9,0,0,0,0,0,0,0,0,89,-9
2025,Uri,Suisse,Femme,88 ans,84,0,6,0,1,0,0,0,0,0,0,79,-5
2025,Uri,Suisse,Femme,89 ans,60,0,6,0,1,0,0,0,0,0,0,55,-5
2025,Uri,Suisse,Femme,90 ans,72,0,8,0,0,0,0,0,0,0,0,64,-8
2025,Uri,Suisse,Femme,91 ans,55,0,9,0,0,0,0,0,0,0,0,46,-9
2025,Uri,Suisse,Femme,92 ans,48,0,6,0,1,0,0,0,0,0,0,43,-5
2025,Uri,Suisse,Femme,93 ans,49,0,6,0,0,0,1,0,0,0,0,42,-7
2025,Uri,Suisse,Femme,94 ans,24,0,2,0,0,0,0,0,0,0,0,22,-2
2025,Uri,Suisse,Femme,95 ans,28,0,7,0,0,0,0,0,0,0,0,21,-7
2025,Uri,Suisse,Femme,96 ans,15,0,6,0,0,0,0,0,0,0,0,9,-6
2025,Uri,Suisse,Femme,97 ans,10,0,3,0,0,0,0,0,0,0,0,7,-3
2025,Uri,Suisse,Femme,98 ans,9,0,4,0,0,0,0,0,0,0,0,5,-4
2025,Uri,Suisse,Femme,99 ans,9,0,1,0,0,0,0,0,0,0,0,8,-1
2025,Uri,Suisse,Femme,100 ans ou plus,9,0,2,0,0,0,0,0,0,0,0,7,-2
2025,Schwyz,Suisse,Sexe - total,18 ans,1207,0,0,4,23,2,19,11,1,1,1,1225,18
2025,Schwyz,Suisse,Sexe - total,19 ans,1230,0,1,5,20,5,18,7,0,0,0,1238,8
2025,Schwyz,Suisse,Sexe - total,20 ans,1258,0,0,6,35,5,29,8,0,0,1,1274,16
2025,Schwyz,Suisse,Sexe - total,21 ans,1239,0,0,4,32,5,41,8,0,0,1,1238,-1
2025,Schwyz,Suisse,Sexe - total,22 ans,1218,0,0,6,51,7,53,4,1,1,-2,1217,-1
2025,Schwyz,Suisse,Sexe - total,23 ans,1234,0,0,2,53,9,58,6,0,0,1,1229,-5
2025,Schwyz,Suisse,Sexe - total,24 ans,1212,0,0,2,61,5,55,6,0,0,-1,1220,8
2025,Schwyz,Suisse,Sexe - total,25 ans,1376,0,1,8,69,11,103,5,0,0,1,1344,-32
2025,Schwyz,Suisse,Sexe - total,26 ans,1308,0,1,5,88,6,95,9,0,0,2,1310,2
2025,Schwyz,Suisse,Sexe - total,27 ans,1333,0,0,5,100,8,112,2,0,0,-1,1319,-14
2025,Schwyz,Suisse,Sexe - total,28 ans,1356,0,0,4,95,7,99,5,1,1,-2,1352,-4
2025,Schwyz,Suisse,Sexe - total,29 ans,1392,0,0,6,94,9,94,6,0,0,-1,1394,2
2025,Schwyz,Suisse,Sexe - total,30 ans,1428,0,1,10,83,12,95,7,0,0,2,1422,-6
2025,Schwyz,Suisse,Sexe - total,31 ans,1360,0,1,2,95,3,83,3,0,0,2,1375,15
2025,Schwyz,Suisse,Sexe - total,32 ans,1428,0,0,3,89,9,80,7,0,0,0,1438,10
2025,Schwyz,Suisse,Sexe - total,33 ans,1527,0,0,2,76,7,85,4,0,0,4,1521,-6
2025,Schwyz,Suisse,Sexe - total,34 ans,1549,0,1,5,81,5,71,7,0,0,1,1566,17
2025,Schwyz,Suisse,Sexe - total,35 ans,1551,0,2,5,59,8,64,5,0,0,-1,1545,-6
2025,Schwyz,Suisse,Sexe - total,36 ans,1543,0,2,3,59,8,54,7,0,0,1,1549,6
2025,Schwyz,Suisse,Sexe - total,37 ans,1547,0,0,5,70,10,50,12,0,0,-1,1573,26
2025,Schwyz,Suisse,Sexe - total,38 ans,1533,0,1,3,48,7,42,8,0,0,0,1542,9
2025,Schwyz,Suisse,Sexe - total,39 ans,1571,0,0,1,47,6,48,8,0,0,2,1575,4
2025,Schwyz,Suisse,Sexe - total,40 ans,1551,0,1,5,45,4,29,15,0,0,-2,1580,29
2025,Schwyz,Suisse,Sexe - total,41 ans,1492,0,2,2,42,3,27,12,0,0,-1,1515,23
2025,Schwyz,Suisse,Sexe - total,42 ans,1553,0,0,4,36,8,32,13,0,0,0,1566,13
2025,Schwyz,Suisse,Sexe - total,43 ans,1539,0,0,8,36,3,26,14,0,0,1,1569,30
2025,Schwyz,Suisse,Sexe - total,44 ans,1534,0,0,3,32,7,26,14,0,0,-1,1549,15
2025,Schwyz,Suisse,Sexe - total,45 ans,1594,0,2,6,32,8,16,4,0,0,-2,1608,14
2025,Schwyz,Suisse,Sexe - total,46 ans,1626,0,2,6,36,10,18,19,0,0,0,1657,31
2025,Schwyz,Suisse,Sexe - total,47 ans,1516,0,3,8,26,6,21,9,0,0,0,1529,13
2025,Schwyz,Suisse,Sexe - total,48 ans,1522,0,0,5,31,4,33,10,0,0,-2,1529,7
2025,Schwyz,Suisse,Sexe - total,49 ans,1558,0,3,4,27,3,20,15,0,0,3,1581,23
2025,Schwyz,Suisse,Sexe - total,50 ans,1580,0,2,4,27,5,26,13,0,0,-1,1590,10
2025,Schwyz,Suisse,Sexe - total,51 ans,1656,0,4,4,31,9,23,9,0,0,2,1666,10
2025,Schwyz,Suisse,Sexe - total,52 ans,1659,0,2,4,30,2,26,8,0,0,-2,1669,10
2025,Schwyz,Suisse,Sexe - total,53 ans,1785,0,6,4,37,4,21,12,0,0,1,1808,23
2025,Schwyz,Suisse,Sexe - total,54 ans,1905,0,2,0,28,8,24,8,0,0,1,1908,3
2025,Schwyz,Suisse,Sexe - total,55 ans,1899,0,3,4,31,9,32,7,0,0,2,1899,0
2025,Schwyz,Suisse,Sexe - total,56 ans,2041,0,5,8,49,10,27,8,0,0,0,2064,23
2025,Schwyz,Suisse,Sexe - total,57 ans,2059,0,4,2,35,9,31,7,0,0,0,2059,0
2025,Schwyz,Suisse,Sexe - total,58 ans,2222,0,3,4,38,3,28,8,0,0,-1,2237,15
2025,Schwyz,Suisse,Sexe - total,59 ans,2198,0,15,7,41,6,21,7,0,0,0,2211,13
2025,Schwyz,Suisse,Sexe - total,60 ans,2210,0,10,4,42,8,34,7,0,0,1,2212,2
2025,Schwyz,Suisse,Sexe - total,61 ans,2276,0,7,7,30,4,33,5,0,0,-1,2273,-3
2025,Schwyz,Suisse,Sexe - total,62 ans,2090,0,6,2,33,4,27,2,0,0,3,2093,3
2025,Schwyz,Suisse,Sexe - total,63 ans,2085,0,6,4,33,5,20,7,0,0,-1,2097,12
2025,Schwyz,Suisse,Sexe - total,64 ans,2035,0,8,2,23,11,25,5,0,0,1,2022,-13
2025,Schwyz,Suisse,Sexe - total,65 ans,1906,0,9,6,31,12,26,0,0,0,-1,1895,-11
2025,Schwyz,Suisse,Sexe - total,66 ans,1844,0,11,6,35,14,17,6,0,0,0,1849,5
2025,Schwyz,Suisse,Sexe - total,67 ans,1847,0,14,4,15,7,33,2,0,0,0,1814,-33
2025,Schwyz,Suisse,Sexe - total,68 ans,1793,0,16,1,17,0,19,1,0,0,-1,1776,-17
2025,Schwyz,Suisse,Sexe - total,69 ans,1629,0,7,1,17,2,12,5,0,0,0,1631,2
2025,Schwyz,Suisse,Sexe - total,70 ans,1575,0,15,2,14,4,15,3,0,0,-1,1559,-16
2025,Schwyz,Suisse,Sexe - total,71 ans,1530,0,25,3,15,4,18,3,0,0,0,1504,-26
2025,Schwyz,Suisse,Sexe - total,72 ans,1523,0,15,1,10,1,13,3,0,0,0,1508,-15
2025,Schwyz,Suisse,Sexe - total,73 ans,1369,0,15,2,8,3,17,0,0,0,0,1344,-25
2025,Schwyz,Suisse,Sexe - total,74 ans,1349,0,14,1,10,2,9,0,0,0,1,1336,-13
2025,Schwyz,Suisse,Sexe - total,75 ans,1387,0,15,0,10,3,12,0,0,0,1,1368,-19
2025,Schwyz,Suisse,Sexe - total,76 ans,1345,0,26,2,11,3,12,1,0,0,-1,1317,-28
2025,Schwyz,Suisse,Sexe - total,77 ans,1311,0,22,2,9,0,6,0,0,0,0,1294,-17
2025,Schwyz,Suisse,Sexe - total,78 ans,1163,0,22,2,10,2,11,0,0,0,0,1140,-23
2025,Schwyz,Suisse,Sexe - total,79 ans,1165,0,27,2,8,0,7,0,0,0,0,1141,-24
2025,Schwyz,Suisse,Sexe - total,80 ans,1110,0,23,0,7,0,8,0,0,0,1,1087,-23
2025,Schwyz,Suisse,Sexe - total,81 ans,963,0,29,2,5,1,4,0,0,0,0,936,-27
2025,Schwyz,Suisse,Sexe - total,82 ans,968,0,45,3,5,2,7,0,0,0,0,922,-46
2025,Schwyz,Suisse,Sexe - total,83 ans,851,0,42,0,5,0,7,0,0,0,1,808,-43
2025,Schwyz,Suisse,Sexe - total,84 ans,822,0,43,0,4,0,1,0,0,0,2,784,-38
2025,Schwyz,Suisse,Sexe - total,85 ans,654,0,42,0,7,0,4,0,0,0,0,615,-39
2025,Schwyz,Suisse,Sexe - total,86 ans,604,0,43,1,6,1,1,0,0,0,1,567,-37
2025,Schwyz,Suisse,Sexe - total,87 ans,526,0,50,0,5,0,4,0,0,0,1,478,-48
2025,Schwyz,Suisse,Sexe - total,88 ans,507,0,50,1,3,0,2,0,0,0,-1,458,-49
2025,Schwyz,Suisse,Sexe - total,89 ans,426,0,51,0,3,1,4,0,0,0,1,374,-52
2025,Schwyz,Suisse,Sexe - total,90 ans,367,0,39,0,2,0,1,0,0,0,0,329,-38
2025,Schwyz,Suisse,Sexe - total,91 ans,357,0,49,0,3,0,0,0,0,0,0,311,-46
2025,Schwyz,Suisse,Sexe - total,92 ans,283,0,44,1,0,0,2,0,0,0,0,238,-45
2025,Schwyz,Suisse,Sexe - total,93 ans,238,0,40,0,1,0,1,0,0,0,0,198,-40
2025,Schwyz,Suisse,Sexe - total,94 ans,177,0,41,0,0,0,0,0,0,0,0,136,-41
2025,Schwyz,Suisse,Sexe - total,95 ans,122,0,27,0,1,0,1,0,0,0,-1,94,-28
2025,Schwyz,Suisse,Sexe - total,96 ans,92,0,30,0,1,0,1,0,0,0,0,62,-30
2025,Schwyz,Suisse,Sexe - total,97 ans,81,0,16,0,0,0,0,0,0,0,0,65,-16
2025,Schwyz,Suisse,Sexe - total,98 ans,47,0,13,0,2,0,0,0,0,0,0,36,-11
2025,Schwyz,Suisse,Sexe - total,99 ans,35,0,12,0,0,0,0,0,0,0,0,23,-12
2025,Schwyz,Suisse,Sexe - total,100 ans ou plus,45,0,16,0,0,0,0,0,0,0,0,29,-16
2025,Schwyz,Suisse,Homme,18 ans,626,0,0,3,12,1,7,3,1,0,1,638,12
2025,Schwyz,Suisse,Homme,19 ans,621,0,1,5,8,3,5,5,0,0,0,630,9
2025,Schwyz,Suisse,Homme,20 ans,654,0,0,2,12,2,12,5,0,0,0,659,5
2025,Schwyz,Suisse,Homme,21 ans,655,0,0,3,12,2,20,3,0,0,1,652,-3
2025,Schwyz,Suisse,Homme,22 ans,630,0,0,3,20,4,23,2,0,1,-2,625,-5
2025,Schwyz,Suisse,Homme,23 ans,621,0,0,1,22,6,20,3,0,0,0,621,0
2025,Schwyz,Suisse,Homme,24 ans,648,0,0,2,26,3,17,3,0,0,-1,658,10
2025,Schwyz,Suisse,Homme,25 ans,687,0,0,6,26,7,48,2,0,0,1,667,-20
2025,Schwyz,Suisse,Homme,26 ans,669,0,0,1,36,1,32,3,0,0,1,677,8
2025,Schwyz,Suisse,Homme,27 ans,713,0,0,3,52,3,55,1,0,0,-1,710,-3
2025,Schwyz,Suisse,Homme,28 ans,694,0,0,2,45,1,51,0,0,1,-2,686,-8
2025,Schwyz,Suisse,Homme,29 ans,694,0,0,5,55,4,35,2,0,0,-1,716,22
2025,Schwyz,Suisse,Homme,30 ans,740,0,0,5,35,5,44,1,0,0,0,732,-8
2025,Schwyz,Suisse,Homme,31 ans,730,0,1,1,45,3,42,1,0,0,0,731,1
2025,Schwyz,Suisse,Homme,32 ans,722,0,0,1,44,7,40,2,0,0,0,722,0
2025,Schwyz,Suisse,Homme,33 ans,799,0,0,0,40,4,41,2,0,0,1,797,-2
2025,Schwyz,Suisse,Homme,34 ans,801,0,0,3,40,2,41,5,0,0,1,807,6
2025,Schwyz,Suisse,Homme,35 ans,810,0,2,2,34,6,36,2,0,0,-1,803,-7
2025,Schwyz,Suisse,Homme,36 ans,766,0,2,1,32,4,20,3,0,0,0,776,10
2025,Schwyz,Suisse,Homme,37 ans,778,0,0,3,43,7,23,8,0,0,0,802,24
2025,Schwyz,Suisse,Homme,38 ans,801,0,1,0,24,5,20,1,0,0,0,800,-1
