Year,Canton,Citizenship,Sex,Age,Count,Naissance vivante,Death,Immigration,Intercantonal arrival,Emmigration,Intercantonal departure,Swiss citizenship acquisition,Sex change,Sex change (removal),Divergence statistique,Starting the 31st of December,Variation
2025,Suisse,Suisse,Sexe - total,18 ans,67503,0,17,355,537,257,537,886,42,42,-4,68466,963
2025,Suisse,Suisse,Sexe - total,19 ans,67525,0,19,430,821,435,821,839,32,32,-2,68338,813
2025,Suisse,Suisse,Sexe - total,20 ans,67636,0,21,371,1210,479,1210,661,37,37,-5,68163,527
2025,Suisse,Suisse,Sexe - total,21 ans,67940,0,25,376,1638,529,1638,486,27,27,19,68267,327
2025,Suisse,Suisse,Sexe - total,22 ans,66647,0,24,459,2025,516,2025,388,30,30,22,66976,329
2025,Suisse,Suisse,Sexe - total,23 ans,67911,0,15,500,2385,624,2385,317,18,18,54,68143,232
2025,Suisse,Suisse,Sexe - total,24 ans,68307,0,12,529,2864,716,2864,288,25,25,53,68449,142
2025,Suisse,Suisse,Sexe - total,25 ans,72299,0,25,567,3691,853,3691,318,20,20,64,72370,71
2025,Suisse,Suisse,Sexe - total,26 ans,71646,0,27,574,3938,880,3938,279,18,18,41,71633,-13
2025,Suisse,Suisse,Sexe - total,27 ans,72488,0,27,518,4089,740,4089,273,13,13,80,72592,104
2025,Suisse,Suisse,Sexe - total,28 ans,73644,0,21,557,3942,700,3942,260,17,17,42,73782,138
2025,Suisse,Suisse,Sexe - total,29 ans,75641,0,30,535,3854,658,3854,255,12,12,27,75770,129
2025,Suisse,Suisse,Sexe - total,30 ans,74923,0,31,563,3615,640,3615,327,15,15,16,75158,235
2025,Suisse,Suisse,Sexe - total,31 ans,75907,0,36,507,3207,598,3207,332,14,14,15,76127,220
2025,Suisse,Suisse,Sexe - total,32 ans,77037,0,25,520,2975,595,2975,384,3,3,31,77352,315
2025,Suisse,Suisse,Sexe - total,33 ans,80177,0,35,471,2641,551,2641,422,8,8,-18,80466,289
2025,Suisse,Suisse,Sexe - total,34 ans,80745,0,37,490,2456,500,2456,519,3,3,-22,81195,450
2025,Suisse,Suisse,Sexe - total,35 ans,81094,0,38,411,2225,461,2225,623,7,7,3,81632,538
2025,Suisse,Suisse,Sexe - total,36 ans,79745,0,50,422,1977,462,1977,706,4,4,-32,80329,584
2025,Suisse,Suisse,Sexe - total,37 ans,80210,0,37,367,1765,421,1765,912,4,4,-13,81018,808
2025,Suisse,Suisse,Sexe - total,38 ans,77760,0,52,323,1586,421,1586,1015,7,7,5,78630,870
2025,Suisse,Suisse,Sexe - total,39 ans,78593,0,46,311,1383,380,1383,1039,2,2,-1,79516,923
2025,Suisse,Suisse,Sexe - total,40 ans,77834,0,56,307,1243,357,1243,1101,7,7,-10,78819,985
2025,Suisse,Suisse,Sexe - total,41 ans,78430,0,56,330,1066,315,1066,1042,5,5,3,79434,1004
2025,Suisse,Suisse,Sexe - total,42 ans,77954,0,63,257,1030,349,1030,1087,2,2,2,78888,934
2025,Suisse,Suisse,Sexe - total,43 ans,79643,0,50,276,998,329,998,1130,5,5,13,80683,1040
2025,Suisse,Suisse,Sexe - total,44 ans,79276,0,72,289,888,296,888,1038,2,2,-31,80204,928
2025,Suisse,Suisse,Sexe - total,45 ans,79811,0,80,275,849,350,849,1092,3,3,20,80768,957
2025,Suisse,Suisse,Sexe - total,46 ans,78395,0,78,254,738,298,738,935,4,4,1,79209,814
2025,Suisse,Suisse,Sexe - total,47 ans,77199,0,95,228,765,309,765,878,1,1,8,77909,710
2025,Suisse,Suisse,Sexe - total,48 ans,77785,0,92,261,743,279,743,889,1,1,-2,78562,777
2025,Suisse,Suisse,Sexe - total,49 ans,77680,0,92,271,723,287,723,751,4,4,18,78341,661
2025,Suisse,Suisse,Sexe - total,50 ans,78230,0,127,203,636,289,636,699,3,3,-5,78711,481
2025,Suisse,Suisse,Sexe - total,51 ans,81233,0,149,253,740,291,740,611,2,2,-13,81644,411
2025,Suisse,Suisse,Sexe - total,52 ans,82975,0,126,240,698,324,698,583,2,2,-10,83338,363
2025,Suisse,Suisse,Sexe - total,53 ans,86249,0,158,269,772,355,772,511,4,4,14,86530,281
2025,Suisse,Suisse,Sexe - total,54 ans,90444,0,210,219,771,356,771,506,3,3,-5,90598,154
2025,Suisse,Suisse,Sexe - total,55 ans,92213,0,214,203,826,356,826,481,0,0,5,92332,119
2025,Suisse,Suisse,Sexe - total,56 ans,95435,0,249,294,870,362,870,426,1,1,0,95544,109
2025,Suisse,Suisse,Sexe - total,57 ans,97839,0,291,263,823,387,823,434,1,1,11,97869,30
2025,Suisse,Suisse,Sexe - total,58 ans,99307,0,333,268,857,412,857,411,4,4,5,99246,-61
2025,Suisse,Suisse,Sexe - total,59 ans,101517,0,358,257,892,416,892,352,2,2,-4,101348,-169
2025,Suisse,Suisse,Sexe - total,60 ans,102407,0,403,253,887,496,887,323,2,2,-9,102075,-332
2025,Suisse,Suisse,Sexe - total,61 ans,103635,0,434,234,896,456,896,306,1,1,5,103290,-345
2025,Suisse,Suisse,Sexe - total,62 ans,101193,0,468,228,878,443,878,264,0,0,-17,100757,-436
2025,Suisse,Suisse,Sexe - total,63 ans,97201,0,503,199,809,449,809,224,3,3,12,96684,-517
2025,Suisse,Suisse,Sexe - total,64 ans,94192,0,499,212,846,507,846,186,2,2,-3,93581,-611
2025,Suisse,Suisse,Sexe - total,65 ans,90710,0,560,229,890,647,890,145,1,1,-10,89867,-843
2025,Suisse,Suisse,Sexe - total,66 ans,88329,0,606,178,712,471,712,111,0,0,4,87545,-784
2025,Suisse,Suisse,Sexe - total,67 ans,84817,0,627,173,591,320,591,89,1,1,5,84137,-680
2025,Suisse,Suisse,Sexe - total,68 ans,83282,0,782,124,548,294,548,77,0,0,-25,82382,-900
2025,Suisse,Suisse,Sexe - total,69 ans,80226,0,768,137,449,211,449,78,1,1,-7,79455,-771
2025,Suisse,Suisse,Sexe - total,70 ans,76951,0,758,123,416,194,416,60,0,0,-7,76175,-776
2025,Suisse,Suisse,Sexe - total,71 ans,74524,0,894,135,408,152,408,47,0,0,-11,73649,-875
2025,Suisse,Suisse,Sexe - total,72 ans,72163,0,889,117,396,153,396,45,0,0,-6,71277,-886
2025,Suisse,Suisse,Sexe - total,73 ans,71445,0,970,99,304,120,304,19,0,0,0,70473,-972
2025,Suisse,Suisse,Sexe - total,74 ans,68473,0,1060,88,300,105,300,33,1,1,-1,67428,-1045
2025,Suisse,Suisse,Sexe - total,75 ans,69105,0,1238,106,278,140,278,36,0,0,-4,67865,-1240
2025,Suisse,Suisse,Sexe - total,76 ans,67463,0,1303,77,273,108,273,22,0,0,-1,66150,-1313
2025,Suisse,Suisse,Sexe - total,77 ans,67168,0,1351,90,245,92,245,22,0,0,-10,65827,-1341
2025,Suisse,Suisse,Sexe - total,78 ans,65321,0,1538,83,234,93,234,12,0,0,-15,63770,-1551
2025,Suisse,Suisse,Sexe - total,79 ans,63970,0,1768,70,239,69,239,10,0,0,6,62219,-1751
2025,Suisse,Suisse,Sexe - total,80 ans,60587,0,1849,62,219,64,219,15,0,0,1,58752,-1835
2025,Suisse,Suisse,Sexe - total,81 ans,57303,0,2002,72,193,58,193,14,0,0,0,55329,-1974
2025,Suisse,Suisse,Sexe - total,82 ans,53651,0,2107,80,191,65,191,8,0,0,7,51574,-2077
2025,Suisse,Suisse,Sexe - total,83 ans,49025,0,2217,65,161,43,161,8,0,0,3,46841,-2184
2025,Suisse,Suisse,Sexe - total,84 ans,43630,0,2159,53,139,47,139,7,0,0,-1,41483,-2147
2025,Suisse,Suisse,Sexe - total,85 ans,37361,0,2227,39,134,41,134,1,0,0,11,35144,-2217
2025,Suisse,Suisse,Sexe - total,86 ans,34455,0,2308,39,136,50,136,1,0,0,5,32142,-2313
2025,Suisse,Suisse,Sexe - total,87 ans,31196,0,2474,25,114,29,114,4,0,0,14,28736,-2460
2025,Suisse,Suisse,Sexe - total,88 ans,27903,0,2482,27,110,31,110,2,0,0,14,25433,-2470
2025,Suisse,Suisse,Sexe - total,89 ans,25293,0,2657,28,87,23,87,2,0,0,-1,22642,-2651
2025,Suisse,Suisse,Sexe - total,90 ans,22257,0,2713,13,82,26,82,3,0,0,13,19547,-2710
2025,Suisse,Suisse,Sexe - total,91 ans,19303,0,2667,18,53,18,53,1,0,0,13,16650,-2653
2025,Suisse,Suisse,Sexe - total,92 ans,16091,0,2484,12,48,15,48,0,0,0,1,13605,-2486
2025,Suisse,Suisse,Sexe - total,93 ans,13474,0,2377,8,40,15,40,0,0,0,2,11092,-2382
2025,Suisse,Suisse,Sexe - total,94 ans,10606,0,2095,7,34,9,34,0,0,0,-1,8508,-2098
2025,Suisse,Suisse,Sexe - total,95 ans,8295,0,1822,6,25,20,25,1,0,0,14,6474,-1821
2025,Suisse,Suisse,Sexe - total,96 ans,6045,0,1500,4,25,4,25,0,0,0,3,4548,-1497
2025,Suisse,Suisse,Sexe - total,97 ans,4473,0,1186,2,7,6,7,0,0,0,9,3292,-1181
2025,Suisse,Suisse,Sexe - total,98 ans,3140,0,949,4,12,3,12,0,0,0,1,2193,-947
2025,Suisse,Suisse,Sexe - total,99 ans,2080,0,659,1,8,3,8,0,0,0,-2,1417,-663
2025,Suisse,Suisse,Sexe - total,100 ans ou plus,3417,0,1259,1,14,6,14,0,0,0,8,2161,-1256
2025,Suisse,Suisse,Homme,18 ans,34512,0,7,195,244,126,244,425,24,18,-8,34997,485
2025,Suisse,Suisse,Homme,19 ans,34714,0,15,236,315,228,315,413,18,14,11,35135,421
2025,Suisse,Suisse,Homme,20 ans,34726,0,12,185,496,238,496,303,18,19,-5,34958,232
2025,Suisse,Suisse,Homme,21 ans,34514,0,17,204,661,276,661,193,11,16,9,34622,108
2025,Suisse,Suisse,Homme,22 ans,33937,0,16,230,809,254,809,145,12,18,3,34039,102
2025,Suisse,Suisse,Homme,23 ans,34589,0,12,245,926,318,926,118,10,8,12,34636,47
2025,Suisse,Suisse,Homme,24 ans,34777,0,6,288,1198,363,1198,108,12,13,13,34816,39
2025,Suisse,Suisse,Homme,25 ans,36737,0,18,285,1585,388,1585,113,7,13,31,36754,17
2025,Suisse,Suisse,Homme,26 ans,36180,0,20,293,1679,458,1679,96,4,14,23,36104,-76
2025,Suisse,Suisse,Homme,27 ans,36594,0,19,246,1889,347,1889,98,6,7,36,36607,13
2025,Suisse,Suisse,Homme,28 ans,37156,0,16,305,1821,334,1821,89,3,14,21,37210,54
2025,Suisse,Suisse,Homme,29 ans,38147,0,25,278,1832,349,1832,108,6,6,18,38177,30
2025,Suisse,Suisse,Homme,30 ans,37636,0,22,268,1794,335,1794,122,7,8,17,37685,49
2025,Suisse,Suisse,Homme,31 ans,38119,0,25,275,1596,308,1596,134,7,7,15,38210,91
2025,Suisse,Suisse,Homme,32 ans,38671,0,16,270,1475,332,1475,141,1,2,24,38757,86
2025,Suisse,Suisse,Homme,33 ans,40059,0,25,235,1322,292,1322,184,6,2,-6,40159,100
2025,Suisse,Suisse,Homme,34 ans,40574,0,25,269,1262,276,1262,202,2,1,-4,40741,167
2025,Suisse,Suisse,Homme,35 ans,40536,0,27,199,1153,246,1153,257,3,4,-4,40714,178
2025,Suisse,Suisse,Homme,36 ans,39850,0,35,215,1039,250,1039,289,1,3,-13,40054,204
2025,Suisse,Suisse,Homme,37 ans,40012,0,21,211,905,227,905,416,2,2,-7,40384,372
2025,Suisse,Suisse,Homme,38 ans,38787,0,36,168,857,237,857,467,4,3,6,39156,369
2025,Suisse,Suisse,Homme,39 ans,38985,0,27,170,757,223,757,478,0,2,-5,39376,391
2025,Suisse,Suisse,Homme,40 ans,38324,0,39,175,668,196,668,507,4,3,-2,38770,446
2025,Suisse,Suisse,Homme,41 ans,39047,0,35,180,606,170,606,499,1,4,8,39526,479
2025,Suisse,Suisse,Homme,42 ans,38743,0,40,141,555,188,555,476,1,1,-1,39131,388
2025,Suisse,Suisse,Homme,43 ans,39138,0,30,150,536,182,536,536,0,5,11,39618,480
2025,Suisse,Suisse,Homme,44 ans,39201,0,47,154,512,175,512,505,1,1,-11,39627,426
2025,Suisse,Suisse,Homme,45 ans,39136,0,54,170,461,203,461,501,1,2,13,39562,426
2025,Suisse,Suisse,Homme,46 ans,38149,0,53,145,408,180,408,455,0,4,-4,38508,359
2025,Suisse,Suisse,Homme,47 ans,37806,0,54,125,399,173,399,421,1,0,2,38128,322
2025,Suisse,Suisse,Homme,48 ans,38054,0,63,146,386,150,386,432,0,1,11,38429,375
2025,Suisse,Suisse,Homme,49 ans,37565,0,57,145,361,157,361,391,1,3,18,37903,338
2025,Suisse,Suisse,Homme,50 ans,38150,0,75,111,336,162,336,335,2,1,-8,38352,202
2025,Suisse,Suisse,Homme,51 ans,39730,0,93,115,361,141,361,284,1,1,-6,39889,159
2025,Suisse,Suisse,Homme,52 ans,40502,0,82,139,336,191,336,293,0,2,1,40660,158
2025,Suisse,Suisse,Homme,53 ans,42267,0,102,146,406,179,406,262,0,4,13,42403,136
2025,Suisse,Suisse,Homme,54 ans,44107,0,125,120,378,178,378,264,2,1,-7,44182,75
2025,Suisse,Suisse,Homme,55 ans,45002,0,136,113,392,192,392,241,0,0,9,45037,35
2025,Suisse,Suisse,Homme,56 ans,46425,0,147,150,432,179,432,234,0,1,6,46488,63
2025,Suisse,Suisse,Homme,57 ans,47516,0,187,137,400,224,400,214,0,1,18,47473,-43
2025,Suisse,Suisse,Homme,58 ans,48418,0,206,145,391,208,391,187,0,4,11,48343,-75
2025,Suisse,Suisse,Homme,59 ans,49416,0,206,148,433,216,433,184,0,2,-2,49322,-94
2025,Suisse,Suisse,Homme,60 ans,50290,0,253,144,456,251,456,171,1,1,-3,50098,-192
2025,Suisse,Suisse,Homme,61 ans,50580,0,264,124,409,252,409,168,0,1,6,50361,-219
2025,Suisse,Suisse,Homme,62 ans,49083,0,293,126,440,228,440,140,0,0,-9,48819,-264
2025,Suisse,Suisse,Homme,63 ans,47193,0,328,113,411,257,411,116,1,2,10,46846,-347
2025,Suisse,Suisse,Homme,64 ans,45391,0,297,122,397,256,397,102,0,2,-4,45056,-335
2025,Suisse,Suisse,Homme,65 ans,43600,0,348,143,456,418,456,91,1,0,-12,43057,-543
2025,Suisse,Suisse,Homme,66 ans,42348,0,383,112,371,312,371,59,0,0,1,41825,-523
2025,Suisse,Suisse,Homme,67 ans,40745,0,377,104,316,196,316,55,1,0,0,40332,-413
2025,Suisse,Suisse,Homme,68 ans,39903,0,492,72,260,180,260,47,0,0,-19,39331,-572
2025,Suisse,Suisse,Homme,69 ans,38503,0,463,71,210,121,210,53,1,0,-4,38040,-463
2025,Suisse,Suisse,Homme,70 ans,36623,0,447,57,212,105,212,36,0,0,-5,36159,-464
2025,Suisse,Suisse,Homme,71 ans,35028,0,542,81,206,82,206,24,0,0,-6,34503,-525
2025,Suisse,Suisse,Homme,72 ans,33804,0,517,67,174,87,174,22,0,0,-7,33282,-522
2025,Suisse,Suisse,Homme,73 ans,33313,0,564,59,154,72,154,12,0,0,0,32748,-565
2025,Suisse,Suisse,Homme,74 ans,31875,0,608,40,136,69,136,17,0,1,2,31256,-619
2025,Suisse,Suisse,Homme,75 ans,32012,0,710,56,132,76,132,25,0,0,2,31309,-703
2025,Suisse,Suisse,Homme,76 ans,30955,0,750,42,134,57,134,13,0,0,-2,30201,-754
2025,Suisse,Suisse,Homme,77 ans,30666,0,761,47,122,52,122,15,0,0,-8,29907,-759
2025,Suisse,Suisse,Homme,78 ans,29758,0,880,47,116,57,116,7,0,0,-6,28869,-889
2025,Suisse,Suisse,Homme,79 ans,28971,0,1022,35,114,36,114,6,0,0,-1,27953,-1018
2025,Suisse,Suisse,Homme,80 ans,27435,0,1064,31,101,38,101,6,0,0,1,26371,-1064
2025,Suisse,Suisse,Homme,81 ans,25369,0,1078,34,86,32,86,8,0,0,3,24304,-1065
2025,Suisse,Suisse,Homme,82 ans,23422,0,1106,41,77,34,77,5,0,0,-3,22325,-1097
2025,Suisse,Suisse,Homme,83 ans,21323,0,1092,28,73,26,73,7,0,0,5,20245,-1078
2025,Suisse,Suisse,Homme,84 ans,18437,0,1099,27,51,21,51,5,0,0,-6,17343,-1094
2025,Suisse,Suisse,Homme,85 ans,15108,0,1005,21,61,11,61,0,0,0,-2,14111,-997
2025,Suisse,Suisse,Homme,86 ans,13833,0,1090,16,56,25,56,1,0,0,3,12738,-1095
2025,Suisse,Suisse,Homme,87 ans,12267,0,1150,13,43,9,43,3,0,0,7,11131,-1136
2025,Suisse,Suisse,Homme,88 ans,10829,0,1116,11,49,12,49,1,0,0,8,9721,-1108
2025,Suisse,Suisse,Homme,89 ans,9295,0,1096,12,24,13,24,0,0,0,-1,8197,-1098
2025,Suisse,Suisse,Homme,90 ans,8032,0,1131,9,34,13,34,2,0,0,4,6903,-1129
2025,Suisse,Suisse,Homme,91 ans,6794,0,1063,9,20,8,20,0,0,0,5,5737,-1057
2025,Suisse,Suisse,Homme,92 ans,5385,0,936,2,22,6,22,0,0,0,3,4448,-937
2025,Suisse,Suisse,Homme,93 ans,4327,0,848,2,18,8,18,0,0,0,4,3477,-850
2025,Suisse,Suisse,Homme,94 ans,3317,0,724,2,14,1,14,0,0,0,0,2594,-723
2025,Suisse,Suisse,Homme,95 ans,2442,0,581,1,8,4,8,1,0,0,2,1861,-581
2025,Suisse,Suisse,Homme,96 ans,1689,0,475,1,10,1,10,0,0,0,4,1218,-471
2025,Suisse,Suisse,Homme,97 ans,1164,0,350,0,0,4,0,0,0,0,5,815,-349
2025,Suisse,Suisse,Homme,98 ans,694,0,216,1,5,0,5,0,0,0,0,479,-215
2025,Suisse,Suisse,Homme,99 ans,433,0,160,1,3,1,3,0,0,0,-1,272,-161
2025,Suisse,Suisse,Homme,100 ans ou plus,617,0,250,0,4,0,4,0,0,0,-1,366,-251
2025,Suisse,Suisse,Femme,18 ans,32991,0,10,160,293,131,293,461,18,24,4,33469,478
2025,Suisse,Suisse,Femme,19 ans,32811,0,4,194,506,207,506,426,14,18,-13,33203,392
2025,Suisse,Suisse,Femme,20 ans,32910,0,9,186,714,241,714,358,19,18,0,33205,295
2025,Suisse,Suisse,Femme,21 ans,33426,0,8,172,977,253,977,293,16,11,10,33645,219
2025,Suisse,Suisse,Femme,22 ans,32710,0,8,229,1216,262,1216,243,18,12,19,32937,227
2025,Suisse,Suisse,Femme,23 ans,33322,0,3,255,1459,306,1459,199,8,10,42,33507,185
2025,Suisse,Suisse,Femme,24 ans,33530,0,6,241,1666,353,1666,180,13,12,40,33633,103
2025,Suisse,Suisse,Femme,25 ans,35562,0,7,282,2106,465,2106,205,13,7,33,35616,54
2025,Suisse,Suisse,Femme,26 ans,35466,0,7,281,2259,422,2259,183,14,4,18,35529,63
2025,Suisse,Suisse,Femme,27 ans,35894,0,8,272,2200,393,2200,175,7,6,44,35985,91
2025,Suisse,Suisse,Femme,28 ans,36488,0,5,252,2121,366,2121,171,14,3,21,36572,84
2025,Suisse,Suisse,Femme,29 ans,37494,0,5,257,2022,309,2022,147,6,6,9,37593,99
2025,Suisse,Suisse,Femme,30 ans,37287,0,9,295,1821,305,1821,205,8,7,-1,37473,186
2025,Suisse,Suisse,Femme,31 ans,37788,0,11,232,1611,290,1611,198,7,7,0,37917,129
2025,Suisse,Suisse,Femme,32 ans,38366,0,9,250,1500,263,1500,243,2,1,7,38595,229
2025,Suisse,Suisse,Femme,33 ans,40118,0,10,236,1319,259,1319,238,2,6,-12,40307,189
2025,Suisse,Suisse,Femme,34 ans,40171,0,12,221,1194,224,1194,317,1,2,-18,40454,283
2025,Suisse,Suisse,Femme,35 ans,40558,0,11,212,1072,215,1072,366,4,3,7,40918,360
2025,Suisse,Suisse,Femme,36 ans,39895,0,15,207,938,212,938,417,3,1,-19,40275,380
2025,Suisse,Suisse,Femme,37 ans,40198,0,16,156,860,194,860,496,2,2,-6,40634,436
2025,Suisse,Suisse,Femme,38 ans,38973,0,16,155,729,184,729,548,3,4,-1,39474,501
2025,Suisse,Suisse,Femme,39 ans,39608,0,19,141,626,157,626,561,2,0,4,40140,532
2025,Suisse,Suisse,Femme,40 ans,39510,0,17,132,575,161,575,594,3,4,-8,40049,539
2025,Suisse,Suisse,Femme,41 ans,39383,0,21,150,460,145,460,543,4,1,-5,39908,525
2025,Suisse,Suisse,Femme,42 ans,39211,0,23,116,475,161,475,611,1,1,3,39757,546
2025,Suisse,Suisse,Femme,43 ans,40505,0,20,126,462,147,462,594,5,0,2,41065,560
2025,Suisse,Suisse,Femme,44 ans,40075,0,25,135,376,121,376,533,1,1,-20,40577,502
2025,Suisse,Suisse,Femme,45 ans,40675,0,26,105,388,147,388,591,2,1,7,41206,531
2025,Suisse,Suisse,Femme,46 ans,40246,0,25,109,330,118,330,480,4,0,5,40701,455
2025,Suisse,Suisse,Femme,47 ans,39393,0,41,103,366,136,366,457,0,1,6,39781,388
2025,Suisse,Suisse,Femme,48 ans,39731,0,29,115,357,129,357,457,1,0,-13,40133,402
2025,Suisse,Suisse,Femme,49 ans,40115,0,35,126,362,130,362,360,3,1,0,40438,323
2025,Suisse,Suisse,Femme,50 ans,40080,0,52,92,300,127,300,364,1,2,3,40359,279
2025,Suisse,Suisse,Femme,51 ans,41503,0,56,138,379,150,379,327,1,1,-7,41755,252
2025,Suisse,Suisse,Femme,52 ans,42473,0,44,101,362,133,362,290,2,0,-11,42678,205
2025,Suisse,Suisse,Femme,53 ans,43982,0,56,123,366,176,366,249,4,0,1,44127,145
2025,Suisse,Suisse,Femme,54 ans,46337,0,85,99,393,178,393,242,1,2,2,46416,79
2025,Suisse,Suisse,Femme,55 ans,47211,0,78,90,434,164,434,240,0,0,-4,47295,84
2025,Suisse,Suisse,Femme,56 ans,49010,0,102,144,438,183,438,192,1,0,-6,49056,46
2025,Suisse,Suisse,Femme,57 ans,50323,0,104,126,423,163,423,220,1,0,-7,50396,73
2025,Suisse,Suisse,Femme,58 ans,50889,0,127,123,466,204,466,224,4,0,-6,50903,14
2025,Suisse,Suisse,Femme,59 ans,52101,0,152,109,459,200,459,168,2,0,-2,52026,-75
2025,Suisse,Suisse,Femme,60 ans,52117,0,150,109,431,245,431,152,1,1,-6,51977,-140
2025,Suisse,Suisse,Femme,61 ans,53055,0,170,110,487,204,487,138,1,0,-1,52929,-126
2025,Suisse,Suisse,Femme,62 ans,52110,0,175,102,438,215,438,124,0,0,-8,51938,-172
2025,Suisse,Suisse,Femme,63 ans,50008,0,175,86,398,192,398,108,2,1,2,49838,-170
2025,Suisse,Suisse,Femme,64 ans,48801,0,202,90,449,251,449,84,2,0,1,48525,-276
2025,Suisse,Suisse,Femme,65 ans,47110,0,212,86,434,229,434,54,0,1,2,46810,-300
2025,Suisse,Suisse,Femme,66 ans,45981,0,223,66,341,159,341,52,0,0,3,45720,-261
2025,Suisse,Suisse,Femme,67 ans,44072,0,250,69,275,124,275,34,0,1,5,43805,-267
2025,Suisse,Suisse,Femme,68 ans,43379,0,290,52,288,114,288,30,0,0,-6,43051,-328
2025,Suisse,Suisse,Femme,69 ans,41723,0,305,66,239,90,239,25,0,1,-3,41415,-308
2025,Suisse,Suisse,Femme,70 ans,40328,0,311,66,204,89,204,24,0,0,-2,40016,-312
2025,Suisse,Suisse,Femme,71 ans,39496,0,352,54,202,70,202,23,0,0,-5,39146,-350
2025,Suisse,Suisse,Femme,72 ans,38359,0,372,50,222,66,222,23,0,0,1,37995,-364
2025,Suisse,Suisse,Femme,73 ans,38132,0,406,40,150,48,150,7,0,0,0,37725,-407
2025,Suisse,Suisse,Femme,74 ans,36598,0,452,48,164,36,164,16,1,0,-3,36172,-426
2025,Suisse,Suisse,Femme,75 ans,37093,0,528,50,146,64,146,11,0,0,-6,36556,-537
2025,Suisse,Suisse,Femme,76 ans,36508,0,553,35,139,51,139,9,0,0,1,35949,-559
2025,Suisse,Suisse,Femme,77 ans,36502,0,590,43,123,40,123,7,0,0,-2,35920,-582
2025,Suisse,Suisse,Femme,78 ans,35563,0,658,36,118,36,118,5,0,0,-9,34901,-662
2025,Suisse,Suisse,Femme,79 ans,34999,0,746,35,125,33,125,4,0,0,7,34266,-733
2025,Suisse,Suisse,Femme,80 ans,33152,0,785,31,118,26,118,9,0,0,0,32381,-771
2025,Suisse,Suisse,Femme,81 ans,31934,0,924,38,107,26,107,6,0,0,-3,31025,-909
2025,Suisse,Suisse,Femme,82 ans,30229,0,1001,39,114,31,114,3,0,0,10,29249,-980
2025,Suisse,Suisse,Femme,83 ans,27702,0,1125,37,88,17,88,1,0,0,-2,26596,-1106
2025,Suisse,Suisse,Femme,84 ans,25193,0,1060,26,88,26,88,2,0,0,5,24140,-1053
2025,Suisse,Suisse,Femme,85 ans,22253,0,1222,18,73,30,73,1,0,0,13,21033,-1220
2025,Suisse,Suisse,Femme,86 ans,20622,0,1218,23,80,25,80,0,0,0,2,19404,-1218
2025,Suisse,Suisse,Femme,87 ans,18929,0,1324,12,71,20,71,1,0,0,7,17605,-1324
2025,Suisse,Suisse,Femme,88 ans,17074,0,1366,16,61,19,61,1,0,0,6,15712,-1362
2025,Suisse,Suisse,Femme,89 ans,15998,0,1561,16,63,10,63,2,0,0,0,14445,-1553
2025,Suisse,Suisse,Femme,90 ans,14225,0,1582,4,48,13,48,1,0,0,9,12644,-1581
2025,Suisse,Suisse,Femme,91 ans,12509,0,1604,9,33,10,33,1,0,0,8,10913,-1596
2025,Suisse,Suisse,Femme,92 ans,10706,0,1548,10,26,9,26,0,0,0,-2,9157,-1549
2025,Suisse,Suisse,Femme,93 ans,9147,0,1529,6,22,7,22,0,0,0,-2,7615,-1532
2025,Suisse,Suisse,Femme,94 ans,7289,0,1371,5,20,8,20,0,0,0,-1,5914,-1375
2025,Suisse,Suisse,Femme,95 ans,5853,0,1241,5,17,16,17,0,0,0,12,4613,-1240
2025,Suisse,Suisse,Femme,96 ans,4356,0,1025,3,15,3,15,0,0,0,-1,3330,-1026
2025,Suisse,Suisse,Femme,97 ans,3309,0,836,2,7,2,7,0,0,0,4,2477,-832
2025,Suisse,Suisse,Femme,98 ans,2446,0,733,3,7,3,7,0,0,0,1,1714,-732
2025,Suisse,Suisse,Femme,99 ans,1647,0,499,0,5,2,5,0,0,0,-1,1145,-502
2025,Suisse,Suisse,Femme,100 ans ou plus,2800,0,1009,1,10,6,10,0,0,0,9,1795,-1005
2025,Z�rich,Suisse,Sexe - total,18 ans,12018,0,4,52,69,57,89,204,12,12,2,12195,177
2025,Z�rich,Suisse,Sexe - total,19 ans,11819,0,5,69,103,80,122,154,5,5,-2,11936,117
2025,Z�rich,Suisse,Sexe - total,20 ans,11852,0,5,69,168,110,175,133,2,2,-29,11903,51
2025,Z�rich,Suisse,Sexe - total,21 ans,11700,0,5,63,281,131,209,89,4,4,-13,11775,75
2025,Z�rich,Suisse,Sexe - total,22 ans,11401,0,4,80,363,132,272,84,5,5,-13,11507,106
2025,Z�rich,Suisse,Sexe - total,23 ans,11633,0,1,88,405,148,313,53,5,5,-4,11713,80
2025,Z�rich,Suisse,Sexe - total,24 ans,11347,0,3,75,547,171,384,38,3,3,-27,11422,75
2025,Z�rich,Suisse,Sexe - total,25 ans,12118,0,4,104,787,225,462,57,3,3,-7,12368,250
2025,Z�rich,Suisse,Sexe - total,26 ans,12182,0,2,116,877,224,524,47,4,4,3,12475,293
2025,Z�rich,Suisse,Sexe - total,27 ans,12740,0,5,102,913,190,542,52,4,4,25,13095,355
2025,Z�rich,Suisse,Sexe - total,28 ans,13260,0,3,101,851,185,523,45,5,5,10,13556,296
2025,Z�rich,Suisse,Sexe - total,29 ans,13775,0,5,100,778,145,565,64,4,4,21,14023,248
2025,Z�rich,Suisse,Sexe - total,30 ans,13978,0,5,101,638,164,589,75,4,4,8,14042,64
